"","left_first_type","right_first_type","left_second_type","right_second_type","left_side_won","hp_diff","attack_diff","defense_diff","spatk_diff","spdef_diff","speed_diff"
"498",1,1,5,1,0,-32,-60,-31,-60,-50,-42
"499",4,1,16,6,1,40,25,-65,65,-60,5
"500",18,1,18,7,1,10,-20,20,20,25,15
"501",13,1,17,10,0,0,-25,-61,0,2,14
"502",17,10,2,8,0,-16,20,100,-65,-31,-60
"503",18,3,18,1,1,65,50,19,45,105,31
"504",3,9,18,1,1,50,96,-5,66,25,63
"505",16,1,18,9,0,27,95,10,-25,0,-27
"506",13,6,7,1,0,-25,-78,-23,-78,-23,-81
"507",13,1,18,1,0,190,-55,-55,25,85,-35
"508",11,9,10,1,1,14,56,5,50,15,55
"509",1,9,4,1,1,-25,-45,-30,-5,-30,15
"510",1,7,13,1,1,21,140,75,5,65,44
"511",18,1,3,12,0,-78,-90,-25,-10,-60,-42
"512",11,1,18,1,0,35,-10,5,10,10,-25
"513",15,1,15,1,0,-40,-45,-45,-25,-40,-20
"514",11,17,4,1,1,20,45,45,-45,-55,-70
"515",17,12,18,1,0,25,20,136,11,17,-13
"516",2,4,18,1,0,-13,20,-5,0,-20,-7
"517",3,1,7,12,1,-24,-33,-40,-115,-65,37
"518",3,9,13,1,1,22,40,18,25,15,15
"519",4,1,10,6,0,30,28,-5,43,10,-21
"520",15,7,2,10,0,18,90,20,0,50,60
"521",18,1,16,12,1,15,-15,-5,65,15,65
"522",1,8,6,16,0,-5,25,-20,-10,-20,-20
"523",18,1,4,9,0,21,-15,20,25,60,-21
"524",15,1,12,1,1,-30,15,10,15,10,100
"525",3,9,11,16,1,55,95,25,70,10,45
"526",4,1,11,1,0,-55,-90,-108,-50,-58,-14
"527",1,9,16,3,1,-14,-58,-24,21,-44,34
"528",15,6,3,5,0,-72,-125,-95,-75,-65,-50
"529",13,1,3,12,0,2,20,25,20,75,-2
"530",7,7,15,1,1,70,88,35,-20,-5,-40
"531",9,4,13,1,0,85,40,50,15,45,50
"532",18,7,11,4,0,10,-5,15,-10,10,-30
"533",3,1,7,9,0,-32,6,-11,-44,-29,-69
"534",2,1,1,1,1,-5,35,5,60,20,20
"535",15,1,4,1,0,50,15,35,40,10,-65
"536",13,9,17,16,0,-55,-60,-40,-60,-25,-50
"537",6,1,11,8,0,-15,-75,-75,-110,-40,-50
"538",18,1,16,18,1,11,18,-57,45,-61,19
"539",12,1,3,1,1,19,-4,15,10,10,10
"540",10,16,9,8,0,0,0,20,-35,-15,-15
"541",13,16,5,1,1,26,42,26,29,-14,43
"542",3,1,13,11,0,5,35,50,20,0,-25
"543",11,17,18,1,0,85,35,40,30,30,-10
"544",2,7,7,14,0,3,40,57,-28,61,-14
"545",15,1,18,1,1,20,-2,0,95,45,47
"546",11,10,13,11,0,9,24,10,-5,10,-40
"547",18,1,3,16,0,-37,-60,-25,-90,-45,-13
"548",11,1,13,9,0,38,29,68,31,22,-13
"549",4,8,18,12,1,-45,-20,22,40,42,51
"550",17,16,13,9,1,18,58,68,45,48,5
"551",6,1,7,1,0,35,40,30,-20,10,0
"552",1,12,3,13,0,-65,-41,15,-111,-15,-59
"553",4,1,7,4,0,-18,-45,-62,-70,-36,-40
"554",11,16,4,1,0,-50,-35,-30,-75,-20,0
"555",1,1,10,13,0,-10,-27,5,-37,-35,-25
"556",18,12,18,5,1,-55,27,12,-16,-6,-17
"557",13,1,1,8,0,-15,10,5,-65,-35,-30
"558",18,11,10,1,0,-6,-15,2,-2,13,-2
"559",14,1,12,1,1,-25,-74,-131,-1,7,12
"560",16,3,4,1,1,80,124,135,60,85,11
"561",13,6,13,6,0,65,25,-20,25,-15,0
"562",4,18,17,6,0,-32,-45,-21,15,-32,-30
"563",16,19,7,17,1,20,10,5,35,-10,25
"564",16,6,15,1,1,-5,-5,95,-35,95,20
"565",16,12,13,9,0,-10,-21,-10,-5,0,-84
"566",1,11,18,3,0,-8,-57,5,-40,25,-13
"567",4,1,13,9,0,-41,-10,-5,-42,8,-1
"568",13,9,1,15,1,-5,25,5,-5,-5,45
"569",15,9,9,1,1,27,-13,-75,17,-75,89
"570",13,1,10,1,1,-10,-13,-1,-1,31,69
"571",11,1,3,9,0,-60,-50,-45,-105,-45,-85
"572",9,15,13,9,0,5,5,5,80,20,39
"573",16,12,1,15,1,30,24,30,25,30,21
"574",18,9,15,1,0,10,-10,5,-95,45,-80
"575",18,1,1,15,0,4,13,35,30,44,-7
"576",4,1,11,8,0,-40,-130,-90,-70,-10,50
"577",12,9,13,1,0,-40,-21,-19,20,-10,-15
"578",1,9,4,1,0,5,20,-25,30,-45,0
"579",17,6,16,19,1,-15,-25,-24,26,1,7
"580",15,9,10,7,1,-48,-57,-77,-4,-30,6
"581",4,1,4,1,0,10,25,10,55,0,-5
"582",10,1,13,9,0,-10,-30,5,5,15,-17
"583",15,1,16,12,1,20,-20,15,30,85,60
"584",10,1,10,1,1,-10,-34,30,45,-25,24
"585",18,12,18,17,1,1,-43,-78,-18,-10,37
"586",3,9,11,1,1,85,80,55,75,35,5
"587",1,1,13,9,0,-20,-56,-15,-21,-5,-89
"588",7,1,12,1,1,54,60,30,35,20,51
"589",16,1,13,1,0,-29,4,42,-46,-18,-33
"590",13,1,18,12,0,200,-35,-35,50,110,40
"591",6,1,3,12,1,-8,35,34,-5,65,34
"592",6,1,13,1,0,41,75,38,23,48,-30
"593",14,1,18,9,0,6,27,10,-15,10,-35
"594",17,10,18,1,0,-106,35,70,5,4,-30
"595",10,15,18,1,1,-5,-10,-15,66,42,32
"596",18,3,18,9,1,18,100,35,30,-65,5
"597",8,4,10,9,1,5,-5,-5,10,-15,5
"598",7,16,16,12,1,55,-34,55,95,55,14
"599",13,1,17,4,0,-51,-65,-78,-108,-63,-5
"600",11,8,17,10,1,41,70,10,105,41,55
"601",13,1,10,4,0,-20,-65,-30,-110,-50,-95
"602",13,1,12,9,0,-30,5,-30,-35,-5,-45
"603",17,17,13,11,0,-30,-30,30,-20,-30,-65
"604",13,1,11,1,0,-30,-40,-65,-20,-10,-10
"605",18,16,14,2,0,50,15,-25,10,-15,-50
"606",2,9,10,12,1,-35,-24,-63,10,-43,35
"607",10,1,17,6,1,43,20,9,20,13,25
"608",13,9,7,12,1,-30,-45,-40,-75,-45,45
"609",7,7,14,1,1,26,54,9,64,9,43
"610",1,9,12,1,1,-15,-15,-35,-5,-35,15
"611",4,1,4,1,1,-40,-55,-48,-55,-48,26
"612",1,11,9,11,0,-50,-40,-21,-20,-27,-31
"613",3,12,17,1,0,-22,-5,-105,-35,-105,-8
"614",7,1,13,9,0,-5,-20,-13,60,40,-10
"615",18,1,5,1,0,-36,-2,15,-45,-50,-2
"616",18,1,4,1,0,-29,-19,-40,-73,-36,-64
"617",2,1,13,1,0,-10,10,-10,5,5,-20
"618",18,15,2,1,0,-20,-65,-25,-70,40,-35
"619",10,12,16,12,1,15,-11,-25,20,20,11
"620",13,1,1,15,0,-10,20,9,-30,-6,-13
"621",13,1,5,1,1,-21,8,8,-44,-34,61
"622",2,8,11,10,1,-44,-64,-50,25,-30,10
"623",1,8,18,16,1,-40,10,-25,-50,-55,30
"624",10,15,13,1,0,-15,-5,-30,35,-35,-20
"625",4,1,13,9,1,40,75,39,60,44,14
"626",15,6,9,9,1,-50,-5,31,40,76,20
"627",11,1,18,16,1,-27,-3,-2,-62,-68,2
"628",10,15,18,1,1,1,-3,3,-13,5,2
"629",10,16,5,1,1,10,15,52,15,-10,25
"630",14,1,7,1,0,-14,-23,-10,-70,-40,-18
"631",18,1,18,9,1,20,42,-35,-20,10,3
"632",15,6,14,1,1,7,-7,8,70,60,15
"633",17,10,6,1,0,-45,-90,55,-5,85,15
"634",1,8,1,1,1,45,31,20,106,60,64
"635",3,5,16,18,1,70,108,2,78,12,60
"636",9,15,15,6,1,32,40,35,85,40,70
"637",12,19,12,12,0,20,-10,10,25,20,-25
"638",14,12,18,1,0,11,-11,-33,-60,-30,-2
"639",6,18,18,12,1,0,25,0,55,0,40
"640",4,9,13,1,1,-45,70,55,60,-5,73
"641",4,13,13,6,1,-40,35,92,65,87,71
"642",4,1,13,6,1,-25,35,45,70,75,115
"643",18,1,4,1,0,-30,15,35,-65,-55,-60
"644",13,1,18,3,0,25,-30,25,-70,30,-50
"645",7,7,15,1,0,15,-32,-15,-55,-15,-60
"646",13,9,7,1,0,-8,14,-10,-20,-39,0
"647",7,1,10,1,0,-15,-2,-40,7,-30,-15
"648",2,1,2,10,0,-15,-30,-90,-55,-85,15
"649",1,1,10,15,1,-19,20,0,-15,-10,45
"650",15,1,2,1,0,5,-75,35,20,50,-10
"651",13,9,1,7,0,-35,-145,-55,0,-30,-25
"652",18,16,1,1,1,45,40,25,75,85,15
"653",18,1,1,17,1,55,88,-167,88,-167,96
"654",6,16,17,17,1,-40,-70,-125,-20,-5,10
"655",18,15,15,1,1,-25,-10,-35,-45,20,5
"656",1,9,5,1,1,-15,-10,2,-5,45,50
"657",7,1,9,4,1,-85,-25,-43,-20,-15,3
"658",10,1,11,10,0,-14,-49,-25,50,5,-25
"659",13,1,13,1,0,6,-5,-2,-2,3,-10
"660",13,1,13,9,1,-29,-41,-11,7,-16,32
"661",13,1,14,9,0,215,-35,-25,45,95,0
"662",18,16,13,1,0,30,5,50,35,15,-85
"663",15,1,2,4,0,8,-20,20,30,35,17
"664",3,13,6,1,1,45,70,30,70,30,50
"665",2,4,10,1,0,22,20,25,-20,5,-37
"666",17,16,9,15,0,12,-26,41,-91,31,-72
"667",14,3,17,1,0,63,38,-3,26,1,54
"668",10,7,14,1,0,8,12,40,14,-7,-11
"669",7,12,6,1,0,20,5,-25,70,-35,-30
"670",17,16,1,15,0,17,-31,-13,-16,7,-24
"671",13,9,15,10,0,-40,-50,-30,-119,-99,0
"672",1,15,18,16,0,-30,-30,-26,-70,-46,-58
"673",6,16,4,10,0,10,10,-2,-35,-2,-11
"674",10,3,13,9,0,-30,20,-10,-16,-56,-10
"675",10,1,2,1,0,-25,-110,-10,-85,-30,-85
"676",7,1,15,1,1,-35,30,-28,-20,-55,3
"677",15,1,13,1,1,-5,84,6,106,-6,65
"678",9,4,12,1,1,70,70,0,20,-100,40
"679",18,1,17,12,1,-10,-5,-120,4,-2,28
"680",7,1,18,1,1,40,45,16,56,32,52
"681",5,1,2,8,1,81,71,65,51,48,34
"682",9,1,7,7,0,-19,22,83,-13,83,-36
"683",16,9,1,1,1,30,30,20,20,30,70
"684",18,17,16,19,0,39,68,33,-7,10,-3
"685",14,9,17,1,0,-30,-95,-195,-30,-40,5
"686",18,1,10,18,0,56,-29,-71,56,-21,45
"687",18,3,15,1,1,-15,42,-25,22,-70,23
"688",3,13,18,1,1,75,117,52,67,42,31
"689",1,11,13,1,0,17,27,52,18,44,-15
"690",12,1,1,18,1,5,-9,15,61,0,29
"691",14,1,13,1,0,15,-7,13,-62,8,-35
"692",13,9,18,12,1,-60,-23,-23,-40,-41,-17
"693",10,15,2,9,0,0,-23,21,-5,38,-31
"694",18,1,18,1,0,-6,-2,25,0,24,-21
"695",12,10,14,4,1,5,5,-20,-17,-53,66
"696",15,1,11,17,1,-65,40,-110,125,-35,110
"697",15,6,12,19,1,-52,-25,-35,-10,-15,5
"698",4,9,12,16,1,45,60,70,40,25,35
"699",15,7,14,1,1,22,108,55,25,75,60
"700",1,15,6,1,0,-15,-70,-25,10,-20,-40
"701",11,1,13,1,1,62,114,102,68,54,33
"702",1,7,17,17,1,10,15,-105,-20,35,35
"703",3,9,11,1,1,31,54,-15,50,20,35
"704",13,1,14,1,1,25,5,-35,5,20,80
"705",2,1,10,1,0,-83,-35,-22,-17,-41,-3
"706",15,6,3,5,0,-80,-125,-75,-50,-10,-30
"707",1,9,13,9,0,-60,-103,-45,-17,5,-25
"708",18,1,18,1,0,-20,-58,-25,-115,-80,-22
"709",3,9,18,1,1,38,83,42,39,44,40
"710",13,6,16,12,0,33,-24,56,15,56,-1
"711",18,3,13,16,1,2,15,2,13,6,37
"712",3,8,18,1,1,29,47,12,30,31,31
"713",4,11,12,12,1,-60,-65,27,35,47,6
"714",15,10,3,1,0,34,23,0,120,90,13
"715",7,1,14,9,1,18,19,23,50,25,25
"716",3,16,17,12,1,5,5,-130,105,25,80
"717",8,1,7,9,0,1,34,-1,51,11,-15
"718",6,1,2,8,0,-8,-8,12,-64,-32,-52
"719",4,6,16,1,1,0,-67,17,51,37,43
"720",2,1,11,5,1,-39,24,-14,-21,-39,38
"721",17,4,18,9,1,60,90,90,95,70,5
"722",18,12,2,18,0,10,-40,-25,-15,-15,-45
"723",14,3,6,1,1,30,10,75,25,30,25
"724",18,1,1,1,1,55,128,30,153,130,61
"725",7,7,11,9,1,5,65,-45,85,5,5
"726",6,1,6,1,1,5,20,29,-20,60,11
"727",13,9,11,5,0,-64,-26,-24,-41,-24,18
"728",17,6,4,1,0,15,50,85,10,55,-10
"729",1,9,1,9,0,40,64,8,64,8,-4
"730",18,1,13,1,1,-15,20,-10,30,0,15
"731",18,16,4,1,0,-10,0,5,-35,5,-20
"732",3,13,2,9,0,-1,-11,-5,39,2,-4
"733",2,13,15,1,1,0,40,0,-50,20,85
"734",15,9,6,9,0,28,-2,55,16,91,-8
"735",18,6,2,1,0,35,-80,20,-15,20,-25
"736",1,9,18,1,1,-75,-35,15,-15,75,25
"737",9,4,18,3,0,80,-20,30,10,35,-15
"738",4,1,14,1,0,4,13,13,20,15,-25
"739",13,1,18,1,1,20,2,-41,-30,1,53
"740",18,1,7,1,1,55,15,39,38,65,21
"741",12,19,13,9,0,48,3,28,45,48,0
"742",10,1,10,1,1,20,20,65,30,-10,30
"743",14,2,10,1,1,-25,-5,-25,-70,15,5
"744",18,1,4,11,0,-20,0,-7,-60,-82,-46
"745",13,1,13,16,0,-40,8,-8,-68,-59,-13
"746",10,13,9,15,1,60,97,75,32,70,-50
"747",12,12,13,9,0,40,-10,10,0,0,-50
"748",12,1,10,1,1,26,60,40,48,42,44
"749",4,18,18,1,1,-51,-13,22,38,-7,11
"750",7,7,18,12,1,-24,-46,-39,9,-39,38
"751",13,1,4,1,1,70,70,60,10,50,10
"752",2,1,13,1,1,-36,18,-20,23,-15,61
"753",18,3,10,13,0,-20,8,-35,-22,-40,75
"754",18,9,5,1,1,-20,17,-10,-8,-27,38
"755",7,7,1,9,0,49,33,20,50,15,-95
"756",18,7,1,1,1,26,-1,35,82,15,23
"757",18,1,2,7,1,-35,-50,-45,25,-90,2
"758",7,7,14,9,0,-25,-5,-20,15,-20,-75
"759",1,15,18,1,0,0,0,4,-40,-16,-28
"760",7,1,7,1,0,15,10,-3,-8,-3,-19
"761",17,16,1,1,1,-10,-10,-10,0,25,15
"762",15,6,1,9,1,-15,10,15,45,10,5
"763",13,6,15,1,0,29,12,50,-3,45,-54
"764",11,9,7,1,1,44,50,53,45,25,18
"765",13,1,18,12,0,5,-10,20,-5,20,-24
"766",18,1,9,1,1,30,-2,-72,33,-72,56
"767",10,13,10,9,1,15,77,35,77,10,-80
"768",16,3,1,1,1,60,105,65,66,55,25
"769",2,1,11,1,1,10,55,-35,80,10,70
"770",13,1,9,15,0,28,65,15,-55,5,-5
"771",16,16,18,1,0,-10,13,7,-40,-15,-15
"772",2,8,4,1,0,5,15,-10,5,20,-10
"773",6,1,14,1,0,-25,-50,-34,-30,-44,-45
"774",2,9,6,1,1,-5,-25,20,20,30,25
"775",14,1,18,3,0,-30,-55,55,-35,5,-60
"776",9,1,14,1,1,0,-25,-9,20,6,5
"777",15,1,9,4,1,-75,25,-50,25,-50,25
"778",4,1,18,1,0,-44,-48,-80,-90,-75,-18
"779",1,1,1,11,0,15,-35,0,-20,-30,-10
"780",11,17,6,1,0,45,50,60,-5,-5,-10
"781",13,9,16,18,1,30,-12,-88,-6,-32,20
"782",7,1,1,1,0,0,57,5,48,35,-20
"783",7,1,18,7,0,-5,2,-29,35,-24,-5
"784",15,1,10,1,1,64,9,55,27,85,47
"785",13,9,5,1,1,16,72,31,-1,-19,58
"786",4,1,12,1,0,-45,-65,-40,-75,-40,-40
"787",14,1,11,1,0,40,-12,43,43,38,-13
"788",13,1,13,1,0,15,-40,-20,20,-25,-35
"789",18,3,11,8,1,-30,-60,-120,-55,-50,5
"790",15,1,7,7,1,10,7,45,30,45,45
"791",10,15,15,6,0,-8,0,5,-40,-40,-40
"792",11,4,13,16,0,-50,-7,-27,-78,-78,-20
"793",5,1,18,9,1,15,60,0,-20,-80,-20
"794",10,15,6,1,1,-25,-43,-22,40,30,20
"795",10,15,12,16,0,-5,15,35,-30,-20,-55
"796",1,11,10,16,0,0,19,5,19,60,-4
"797",15,1,14,1,1,-25,-25,5,45,5,5
"798",7,1,18,16,0,-50,0,-43,-30,-55,53
"799",16,2,1,18,0,-13,-14,-62,-8,2,-34
"800",13,1,17,16,1,78,61,-46,16,-1,-18
"801",10,1,16,19,0,0,-75,-45,-25,-10,-45
"802",18,3,17,1,1,10,20,-75,25,-45,5
"803",11,17,18,1,1,85,95,75,-15,0,-45
"804",9,11,6,1,1,9,-19,20,-11,5,-19
"805",1,5,7,12,0,-20,-73,-50,-88,-55,45
"806",18,1,9,15,1,70,65,70,0,65,20
"807",1,9,13,9,0,-30,-29,-25,37,-25,-14
"808",10,16,4,1,0,35,50,15,80,-25,-40
"809",13,1,16,16,0,20,0,10,-35,-10,-40
"810",18,1,1,15,1,40,45,50,60,45,55
"811",9,1,6,1,1,-15,-20,5,80,70,70
"812",6,1,7,7,0,-40,-90,-40,-95,-40,-40
"813",4,14,13,1,1,-41,-5,-34,49,8,59
"814",12,1,1,15,1,30,15,0,75,115,55
"815",11,1,4,1,1,45,-3,23,-25,-15,-55
"816",1,11,3,12,0,-48,-35,-15,-20,-5,-72
"817",15,1,3,12,0,-46,-82,-41,-17,-25,-34
"818",13,1,7,1,1,-4,7,-14,-46,-14,12
"819",15,6,7,17,1,-12,-15,-85,-15,-25,20
"820",13,1,11,9,1,3,-25,-64,5,-14,5
"821",17,10,13,6,1,-55,105,30,105,25,40
"822",1,9,18,1,1,-16,22,2,43,-12,31
"823",16,9,13,1,1,30,60,20,25,40,80
"824",15,1,13,1,1,10,-5,35,35,50,5
"825",1,15,1,7,0,-50,-140,-56,-10,-66,-18
"826",1,15,14,1,1,-8,-10,-20,-55,20,10
"827",13,1,10,9,1,50,45,30,100,20,40
"828",18,1,2,4,1,28,27,15,20,30,30
"829",18,16,10,1,0,39,14,15,52,65,-8
"830",4,1,14,1,1,35,58,-28,35,40,60
"831",18,1,13,1,1,17,35,54,65,4,25
"832",7,7,2,9,0,30,8,13,-15,13,-36
"833",14,4,18,16,1,-25,10,25,57,83,29
"834",10,1,11,1,1,-33,-37,-23,7,23,66
"835",18,12,1,15,1,30,30,-29,20,-9,3
"836",15,6,13,1,1,3,25,-5,80,60,60
"837",11,8,9,1,1,60,110,30,90,-40,65
"838",11,3,7,9,0,-12,-1,-20,-21,-17,-19
"839",9,1,10,7,0,4,-15,-15,23,3,-5
"840",18,13,6,1,0,80,-20,1,50,-15,-16
"841",4,1,16,3,1,-30,-59,-30,40,-20,74
"842",1,1,3,9,0,-46,-104,-60,-80,-80,-35
"843",2,1,3,12,1,6,18,5,48,5,64
"844",18,1,18,1,1,45,35,5,5,55,15
"845",14,3,15,1,0,38,28,7,-59,-34,-26
"846",11,9,13,1,1,-25,25,55,-20,10,50
"847",12,19,16,19,0,20,0,-55,-40,0,-10
"848",18,3,13,1,0,8,100,50,70,10,-20
"849",5,1,13,1,1,9,-8,5,26,34,22
"850",6,1,13,9,0,-26,40,34,-57,68,-15
"851",10,15,2,1,0,-5,-88,3,-35,20,-55
"852",14,1,14,7,0,-10,-6,-5,14,-5,-20
"853",18,12,13,1,0,27,15,28,0,25,-25
"854",9,4,18,17,1,95,45,35,35,35,55
"855",10,15,16,3,0,-55,-84,-55,-20,-35,-31
"856",10,1,13,1,1,-20,34,66,15,10,5
"857",1,8,17,12,0,10,-65,-165,80,10,70
"858",3,1,12,1,0,-39,-56,-35,-70,-30,-50
"859",13,9,2,9,0,-20,0,-25,-9,-35,-17
"860",6,16,3,12,0,-48,-30,-10,0,0,-2
"861",4,1,4,9,1,10,-20,-37,-60,-17,9
"862",16,4,5,1,1,38,83,80,8,-20,29
"863",17,4,1,7,1,20,-65,5,110,-5,15
"864",1,9,4,1,0,25,31,13,29,-5,-29
"865",2,1,16,6,1,-9,-50,-113,-50,-113,16
"866",13,1,7,1,0,-10,-75,-10,-50,-45,-10
"867",15,6,1,1,1,18,30,10,100,90,65
"868",13,9,18,1,0,-20,15,-20,-35,-45,-7
"869",16,12,15,1,1,0,45,70,-90,-40,-85
"870",13,9,10,1,1,0,-50,-75,-34,46,20
"871",4,1,16,9,1,-10,-75,-5,-2,30,20
"872",10,1,18,9,1,10,35,15,30,35,10
"873",2,7,7,9,0,-56,-55,-20,-75,-84,-42
"874",9,8,13,1,0,-14,-21,32,14,32,-8
"875",4,8,5,1,1,-51,-7,35,6,18,57
"876",16,1,15,7,0,-18,-45,30,-55,-70,-70
"877",13,1,3,1,0,19,26,25,10,70,-10
"878",10,15,15,1,0,0,20,5,20,0,-15
"879",5,1,18,12,1,76,83,52,85,57,39
"880",13,9,13,7,0,-5,-26,-24,6,-36,-35
"881",10,1,7,12,1,15,38,23,33,18,66
"882",18,1,15,6,0,60,55,25,50,20,0
"883",18,11,6,1,1,-40,-30,-15,60,15,25
"884",5,1,13,6,1,45,45,25,90,90,40
"885",13,1,13,6,1,10,70,30,40,80,20
"886",12,1,7,1,0,-10,-35,43,5,0,-18
"887",9,1,15,1,0,-34,22,54,-23,49,-79
"888",1,8,18,1,1,25,20,-45,5,30,20
"889",13,1,18,11,1,15,50,16,0,-4,65
"890",15,1,16,6,0,5,-105,-55,-75,-55,-80
"891",18,9,1,17,1,5,-8,-62,22,-12,53
"892",4,1,17,7,0,-31,-5,-80,-30,-23,-48
"893",4,1,4,1,1,15,15,14,20,14,56
"894",2,8,7,9,0,-33,-24,-48,-29,-35,-35
"895",11,3,15,1,1,25,62,-15,-30,-40,27
"896",1,1,1,15,0,10,-40,15,-15,-15,0
"897",9,1,18,7,0,-52,-65,-10,-15,-25,-40
"898",18,1,13,16,0,-50,-7,-27,-78,-78,-50
"899",10,1,14,19,1,-5,-11,5,-11,5,15
"900",12,9,18,9,1,-5,-40,21,35,25,4
"901",18,1,2,4,0,-7,0,10,-46,-7,-20
"902",8,4,7,1,0,-25,-70,-35,-35,-40,-50
"903",1,15,2,9,0,0,-30,8,-45,13,-46
"904",10,15,18,1,1,17,35,15,45,10,-57
"905",16,1,1,9,1,40,75,63,20,-2,-50
"906",12,1,1,1,0,-10,-3,-15,13,-35,-45
"907",14,1,15,1,0,8,50,-10,5,-20,0
"908",14,1,10,1,1,-15,5,-26,-25,-21,30
"909",18,1,18,1,0,-12,-74,-50,-54,-10,45
"910",18,17,18,1,0,24,43,69,39,17,-11
"911",9,8,15,1,1,-35,32,42,122,42,57
"912",13,1,1,5,0,10,13,10,3,10,-5
"913",13,1,3,8,0,-10,-65,-25,-90,-45,-60
"914",18,10,15,7,1,-51,-150,-50,-89,-15,-90
"915",18,16,11,16,1,30,-5,-40,-30,-80,-60
"916",1,8,16,1,1,18,-65,25,105,75,42
"917",18,1,7,1,0,-6,-24,23,66,31,0
"918",18,1,18,4,0,-47,-90,-45,-110,-55,-3
"919",1,15,18,3,0,-65,-110,-50,-40,-91,-24
"920",1,17,1,9,0,-45,-55,185,-65,185,-90
"921",18,18,6,16,0,24,-14,3,31,16,-40
"922",6,1,12,1,1,-45,-12,-105,-9,64,48
"923",15,6,17,10,0,-22,-15,-115,15,-95,-10
"924",14,12,5,1,1,21,22,27,45,35,55
"925",4,18,1,11,1,15,7,25,80,10,18
"926",16,9,6,1,1,-5,40,-5,62,5,65
"927",15,1,16,9,0,-7,-40,3,-2,3,-22
"928",13,1,13,9,0,12,0,25,-95,-10,-21
"929",11,3,13,6,1,-30,52,30,5,25,59
"930",18,12,9,1,1,31,-10,20,2,22,24
"931",10,1,6,1,0,-20,-80,-5,-50,-5,-42
"932",15,1,13,1,1,-4,65,-25,114,25,90
"933",4,14,15,1,1,-33,32,4,86,46,86
"934",3,12,16,11,1,2,49,-12,-11,-32,59
"935",4,1,1,12,1,10,-4,-45,46,-25,69
"936",14,9,3,13,0,-85,-85,-55,-100,-50,-40
"937",1,17,4,1,0,-30,-55,6,-60,-44,-15
"938",15,1,6,1,0,-60,-52,-40,13,5,-3
"939",2,9,18,1,1,80,25,35,-15,70,20
"940",6,1,7,1,0,-5,3,4,-55,-6,-20
"941",13,6,1,12,0,84,0,-70,15,-5,-20
"942",18,1,16,13,1,-73,-27,-32,-49,-52,6
"943",6,1,15,1,0,40,90,25,-40,-15,-20
"944",9,15,1,15,1,0,10,10,90,20,65
"945",10,1,4,1,1,38,-15,-18,-8,1,18
"946",1,1,3,1,1,20,-2,-5,7,45,35
"947",7,7,1,15,1,46,59,12,74,32,51
"948",10,16,18,11,1,20,10,50,20,-5,10
"949",10,1,4,1,0,-15,-5,-5,-13,-32,-60
"950",15,7,2,9,0,-58,34,0,-66,17,11
"951",2,13,1,18,1,10,51,-30,-24,-10,89
"952",11,1,1,15,1,70,105,81,70,51,33
"953",18,1,4,9,0,45,-5,-28,-5,18,-5
"954",11,1,3,12,0,-98,-45,-96,-46,-50,0
"955",1,1,17,9,0,-15,-45,-85,-15,-45,-55
"956",6,1,17,17,0,15,-10,-85,-25,-15,-5
"957",18,1,2,4,0,78,-15,-45,-35,-45,-38
"958",5,9,14,9,0,0,-40,15,50,35,-50
"959",14,7,3,9,0,-57,-89,-50,-89,-50,-45
"960",13,9,1,11,1,-15,-18,-50,-15,-45,14
"961",1,1,2,7,1,0,-17,-60,2,-40,27
"962",17,12,18,15,0,10,-10,125,0,10,-55
"963",3,1,7,12,1,-29,-36,-25,-55,-25,10
"964",13,9,13,9,0,-7,-15,-35,-43,-38,-30
"965",4,9,10,1,1,40,25,40,40,25,5
"966",3,13,17,17,1,75,50,-10,130,60,65
"967",17,16,4,1,1,5,22,83,10,25,15
"968",18,9,15,1,0,20,50,-51,-15,-30,-14
"969",3,13,15,1,1,-65,87,32,137,42,62
"970",10,1,4,14,0,-4,7,2,4,12,0
"971",14,1,16,7,0,14,-24,-15,-7,10,-58
"972",1,11,10,15,1,35,73,45,20,10,37
"973",4,18,15,1,1,5,30,65,5,30,30
"974",18,4,7,1,1,20,30,55,135,75,50
"975",6,1,12,19,1,-5,65,10,5,20,70
"976",12,1,18,3,0,0,-45,-29,0,-50,-31
"977",10,1,7,1,0,-20,-25,0,70,20,45
"978",8,4,6,18,1,15,-40,10,-18,10,33
"979",16,1,17,10,0,25,-15,80,-90,30,-35
"980",3,12,13,1,1,8,165,110,105,30,62
"981",7,7,16,12,1,0,40,-50,75,15,55
"982",1,9,1,15,1,0,15,0,60,-5,20
"983",6,1,16,1,0,-10,-20,-150,-15,-65,-15
"984",12,10,10,18,1,26,30,-21,56,-16,100
"985",1,18,3,1,0,-6,3,50,5,30,-22
"986",16,1,12,10,0,27,85,-10,-15,-20,-52
"987",17,1,18,1,1,40,65,75,60,30,-30
"988",1,9,17,10,0,10,-70,52,-70,52,-20
"989",10,1,9,15,0,15,33,3,-32,-12,-9
"990",2,1,1,7,0,15,-60,35,20,35,-20
"991",13,1,9,15,0,73,25,56,-40,51,-30
"992",18,1,12,16,0,31,18,33,-28,-3,-31
"993",10,1,18,1,1,-14,-27,20,-49,-17,12
"994",16,2,9,11,0,21,59,30,26,25,-1
"995",12,9,12,12,1,-20,-45,20,25,65,5
"996",10,15,2,18,0,-20,-76,-51,5,-5,-25
"997",11,16,13,9,0,-20,-45,-5,-10,20,-70
"998",4,1,13,1,0,0,5,5,40,5,-20
